Name,Power,Accuracy,Damage Class,Description,Effect
Cambio de Marcha,,,status,"Al hacer girar los engranajes, el usuario
mejora su Ataque y aumenta su Velocidad
espectacularmente.",Raises the user's Attack by one stage and its Speed by two stages.
Llave Giro,60.0,90.0,physical,"Lanza por los aires al objetivo y hace que salga
otro Pokémon. Si es uno salvaje, acaba el
combate.","Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
Calcinación,60.0,100.0,special,"Llamas que golpean a los objetivos adyacentes.
Si estos llevan bayas u otros objetos, estos se
quemarán y ya no se podrán usar.","Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move."
Último Lugar,,100.0,status,Consigue que el objetivo sea el último en moverse.,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail."
Acróbata,55.0,100.0,physical,"Golpea ágilmente. Si el usuario no porta ningún
objeto, el objetivo resulta seriamente dañado.","Inflicts regular damage.  If the user has no held item, this move has double power."
Clonatipo,,,status,"Cambia el tipo del Pokémon al mismo tipo que
el del objetivo.",User's type changes to match the target's.
Represalia,70.0,100.0,physical,"Venga a los amigos derrotados. Si en el turno
anterior han derrotado a uno, la potencia del
ataque aumentará.","Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power."
Sacrificio,,100.0,special,"El usuario se sacrifica causándole un daño al
objetivo equivalente a sus propios PS perdidos.",Inflicts damage equal to the user's remaining HP.  User faints.
Ofrenda,,,status,"Entrega el objeto que lleva al objetivo en caso de
que este no tenga ninguno.","Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail."
Infierno,100.0,50.0,special,"Ataca con una gran ráfaga de fuego que causa
quemaduras.",Inflicts regular damage.  Has a 100% chance to burn the target.
Voto Agua,80.0,100.0,special,"Ataca con columnas de agua. Combinado con
Voto Fuego, crea un arcoíris y aumenta su
potencia.","Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one)."
Voto Fuego,80.0,100.0,special,"Ataca con columnas de fuego. Combinado con
Voto Planta, crea un mar de llamas y aumenta su
potencia.","Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
Voto Planta,80.0,100.0,special,"Ataca con columnas de hojas. Combinado con
Voto Agua, crea un pantano y aumenta su
potencia.","Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one)."
Voltiocambio,70.0,100.0,special,"Tras atacar, vuelve a toda prisa para dar paso a
otro Pokémon del equipo.","Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end."
Estoicismo,50.0,100.0,special,"El usuario opone resistencia y ataca a los
oponentes. También reduce su Ataque Especial.
",Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
Terratemblor,60.0,100.0,physical,"Sacudida sísmica que afecta a los demás Pokémon
adyacentes y también reduce su Velocidad.",Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
Vaho Gélido,60.0,90.0,special,"Quien lo usa ataca lanzando un aliento gélido.
Siempre resulta en un golpe crítico.",Inflicts regular damage.  Always scores a critical hit.
Cola Dragón,60.0,90.0,physical,"Ataca al objetivo y lo obliga a cambiarse por otro
Pokémon. Si es uno salvaje, acaba el combate.","Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
Avivar,,,status,"Quien lo usa se concentra y potencia su Ataque y
su Ataque Especial.",Raises the user's Attack and Special Attack by one stage each.
Electrotela,55.0,95.0,special,"Atrapa y ataca a los objetivos con una telaraña
eléctrica. También reduce su Velocidad.",Lowers the target's Speed by one stage.
Voltio Cruel,90.0,100.0,physical,"Carga eléctrica muy potente que también hiere
ligeramente a quien la usa.",Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.
Taladradora,80.0,95.0,physical,"El usuario golpea usando su cuerpo como un
taladro. Suele ser crítico.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
Golpe Bis,40.0,90.0,physical,"Golpea dos veces seguidas con la cola u otras
partes de su cuerpo.",Inflicts regular damage.  Hits twice in one turn.
Arrumaco,60.0,100.0,physical,"Grácil gesto que asesta un golpe tremendo al
objetivo y puede hacerlo retroceder.",Inflicts regular damage.  Has a 30% chance to make the target flinch.
Asta Drenaje,75.0,100.0,physical,"Un golpe que drena energía. El Pokémon recupera
la mitad de los PS arrebatados al objetivo.",Inflicts regular damage.  Drains half the damage inflicted to heal the user.
Espada Santa,90.0,100.0,physical,"El usuario ataca con una espada, ignorando
cualquier cambio en las características del
objetivo.","Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
Concha Filo,75.0,95.0,physical,"Una afilada vieira ataca al objetivo. También puede
hacer disminuir su Defensa.",Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
Golpe Calor,,100.0,physical,"El usuario ataca con su cuerpo ardiente. Cuanto
mayor sea su peso comparado con el del objetivo,
más daño causará.","Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
"
Ciclón de Hojas,65.0,90.0,special,"Tritura con afiladas hojas y puede bajar la
Precisión del objetivo.",Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.
Rodillo de Púas,65.0,100.0,physical,"El usuario se hace una bola y arrolla al objetivo
con su cuerpo. Puede hacerlo retroceder.","Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field."
Rizo Algodón,,,status,"Cubre al Pokémon con una madeja protectora.
Aumenta muchísimo la Defensa.",Raises the user's Defense by three stages.
Pulso Noche,85.0,95.0,special,"Ataca al objetivo con una onda siniestra.
Puede bajar su Precisión.",Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.
Onda Mental,100.0,100.0,special,"Crea una onda psíquica que causa daño físico al
objetivo.","Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class."
Plumerazo,25.0,85.0,physical,"Golpea con la cola u otras partes de su cuerpo de
dos a cinco veces seguidas.","Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
Vendaval,110.0,70.0,special,"Golpea al objetivo con un fuerte torbellino que
envuelve al rival y puede confundirlo.","Inflicts regular damage.  Has a 30% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy."
Ariete,120.0,100.0,physical,"Propina un tremendo cabezazo. También daña al
usuario un poco.",Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.
Rueda Doble,50.0,85.0,physical,"Rota dos engranajes de hierro sobre el objetivo.
Golpea dos veces.",Inflicts regular damage.  Hits twice in one turn.
Bomba Ígnea,100.0,100.0,special,"Un infierno de llamas daña a los Pokémon
adyacentes en combate. Puede quemar.",Inflicts regular damage.  Has a 30% chance to burn the target.
Tecno Shock,120.0,100.0,special,"Ataca al objetivo con un gran láser. El tipo del
ataque lo determina el cartucho que porta el
usuario.","Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
Canto Arcaico,75.0,100.0,special,"Ataca conmoviendo a los rivales de alrededor con
un antiguo canto. Puede dormirlos.","Inflicts regular damage.  Has a 10% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme."
